parameter_id,MGP_MLN_093_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Trp53rkb
analysis_id,5681903v0fnc9c3
pvalue,0.2437645
gene_accession_id,MGI:1914050
parameter_name,KLRG1+ NK cells - % of CD45+
