gene_symbol,Hspa5
parameter_id,HMGULA_CBC_003_001
pvalue,0.59026
mouse_life_stage,Early adult
gene_accession_id,MGI:95835
mouse_strain,C57BL
parameter_name,Chloride
analysis_id,j2692304r3212w5
