parameter_name,Percent time in light
mouse_strain,C57BL
gene_symbol,Bmi1
analysis_id,u94b7r17732ih6m
mouse_life_stage,E15.5
pvalue,0.3419743
gene_accession_id,MGI:88174
parameter_id,JAX_LDT_009_001
