parameter_name,Startle response
parameter_id,MGP_CSD_008_001
mouse_life_stage,Early adult
pvalue,0.4441678
analysis_id,8926bl7756p9tzd
gene_accession_id,MGI:96757
gene_symbol,Lcn2
mouse_strain,C57BL
