gene_symbol,Ahcy
pvalue,0.5408024
gene_accession_id,MGI:87968
parameter_name,Limb grasping
parameter_id,ESLIM_008_001_017
analysis_id,3px96u7u8gp42yj
mouse_strain,C57BL
mouse_life_stage,E12.5
