gene_symbol,Wars2
parameter_name,Effector Treg cells - % of Treg
mouse_strain,C57BL
pvalue,0.1968946
analysis_id,ot6t3dxgv18z974
mouse_life_stage,E12.5
gene_accession_id,MGI:1917810
parameter_id,MGP_MLN_009_001
