parameter_id,IMPC_ECH_008_001
gene_symbol,Ddx27
pvalue,0.07101744
mouse_life_stage,Early adult
parameter_name,LVIDd
analysis_id,4hq4i877g2i9513
gene_accession_id,MGI:2385884
mouse_strain,129SV
