gene_symbol,Cntfr
pvalue,0.9827491
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
parameter_id,MGP_PBI_038_001
parameter_name,Ly6Clow monocyte number
analysis_id,fjk6p93fy554m33
mouse_strain,129SV
