parameter_name,Whole arena average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7815574
gene_accession_id,MGI:1341628
gene_symbol,Atrn
parameter_id,JAXLA_OFD_009_001
analysis_id,3yn8hay7h9x9xg4
