mouse_strain,129SV
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
parameter_name,Naive CD8+ T cells - % of CD8+
analysis_id,biyc1r86f9qy3z2
parameter_id,MGP_MLN_015_001
pvalue,0.956157
mouse_life_stage,Early adult
