mouse_strain,C57BL
gene_accession_id,MGI:2139080
analysis_id,51qv22gn7551l71
pvalue,0.8615676
mouse_life_stage,Early adult
parameter_id,GMC_906_001_005
parameter_name,Potassium
gene_symbol,Dzank1
