parameter_id,MGP_CSD_067_001
parameter_name,Snout size
gene_accession_id,MGI:1913105
pvalue,0.2475796
analysis_id,1igk654ey0v4k8s
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Slc28a2
