gene_symbol,Tiprl
pvalue,0.2597091
parameter_id,JAX_OFD_013_001
analysis_id,1r6nv7k2zr2t26x
gene_accession_id,MGI:1915087
mouse_strain,C57BL
parameter_name,Periphery average speed
mouse_life_stage,Early adult
