gene_symbol,Hspa5
parameter_name,Magnesium
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.1292797
analysis_id,j29u1a952a63mbb
gene_accession_id,MGI:95835
parameter_id,M-G-P_025_001_030
