gene_symbol,Eprs1
mouse_life_stage,E12.5
parameter_name,CD8 CD44-CD62L+ T cells
gene_accession_id,MGI:97838
parameter_id,IMPC_IMM_034_001
pvalue,0.8289369
analysis_id,4eit8g234va9zt4
mouse_strain,C57BL
