mouse_strain,129SV
pvalue,0.3852261
parameter_name,Total CD4+ T cells - % of CD45+
analysis_id,cv719y99c27phu5
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
parameter_id,MGP_MLN_064_001
