gene_symbol,Tbl1xr1
pvalue,0.4152221
parameter_id,IMPC_IMM_025_001
analysis_id,pe6loa7n2636hpg
mouse_life_stage,Late adult
parameter_name,DN CD25- NKT cells
gene_accession_id,MGI:2441730
mouse_strain,C57BL
