parameter_id,JAXLA_DXA_007_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,9w2546kjw4a457r
pvalue,0.2303052
gene_symbol,Psd4
parameter_name,BMC/Body weight
gene_accession_id,MGI:2674093
