parameter_name,Startle response
gene_symbol,Bmi1
parameter_id,MGP_CSD_008_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:88174
analysis_id,o904q8929mn44j4
pvalue,0.5644927
