gene_symbol,Galnt13
analysis_id,1q15jht6dz2120a
parameter_id,JAX_URI_002_001
mouse_strain,C57BL
pvalue,0.2145224
gene_accession_id,MGI:2139447
mouse_life_stage,Late adult
parameter_name,Creatinine
