parameter_name,Whole arena average speed
analysis_id,r9z1m1jomnorfj5
mouse_life_stage,Early adult
gene_symbol,Ubxn11
gene_accession_id,MGI:1914836
mouse_strain,C57BL
parameter_id,ESLIM_007_001_005
pvalue,0.174117
