parameter_id,IMPC_GRS_008_001
analysis_id,kr6582u5jri7tw2
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
mouse_strain,C59BL
mouse_life_stage,Early adult
parameter_name,Forelimb grip strength measurement mean
pvalue,0.7866536
