gene_symbol,Zcchc2
parameter_name,Calcium
mouse_strain,C57BL
analysis_id,7e60z1fmko40i86
parameter_id,IMPC_CBC_009_001
gene_accession_id,MGI:2444114
pvalue,0.4717577
mouse_life_stage,Early adult
