parameter_id,JAXLA_CSD_039_001
mouse_strain,C57BL
analysis_id,wbtoo5h5m0pocw3
pvalue,0.6151186
mouse_life_stage,Middle aged adult
gene_symbol,Slc30a4
parameter_name,Limb grasp
gene_accession_id,MGI:1345282
