gene_symbol,Bmp7
mouse_strain,C57BL
parameter_name,Time mobile light side
parameter_id,JAX_LDT_003_001
pvalue,0.2253426
mouse_life_stage,Early adult
analysis_id,ve63701520vo87d
gene_accession_id,MGI:103302
