parameter_id,IMPC_OFD_018_001
parameter_name,Latency to center entry
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
analysis_id,rd1bc91j3u1711g
pvalue,0.2418659
