parameter_id,IMPC_DXA_004_001
analysis_id,133ey97rrhs30l9
pvalue,0.2438492
gene_accession_id,MGI:1915848
parameter_name,Bone Mineral Density (excluding skull)
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Dnajc8
