parameter_id,JAX_LDT_003_001
gene_symbol,Arpc5l
gene_accession_id,MGI:1921442
pvalue,0.3704901
mouse_life_stage,Early adult
parameter_name,Time mobile light side
analysis_id,5z92u5985m1bun6
mouse_strain,C57BL
