mouse_life_stage,Early adult
pvalue,0.1033856
parameter_name,Cleft palate
mouse_strain,C57BL
parameter_id,IMPC_GEP_076_001
gene_symbol,Fgb
analysis_id,y13zwa1664g4uee
gene_accession_id,MGI:99501
