gene_symbol,Jun
mouse_strain,C57BL
pvalue,0.8573247
parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:96646
analysis_id,13g60697571j109
mouse_life_stage,Early adult
