parameter_id,IMPC_FEA_003_001
mouse_life_stage,Early adult
parameter_name,Conditioning Baseline % Freezing Time
mouse_strain,C57BL
gene_symbol,Tiprl
analysis_id,2k3rl8s9645j369
gene_accession_id,MGI:1915087
pvalue,0.8787683
