gene_symbol,Snap23
mouse_strain,C57BL
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
analysis_id,u2k2320t8psbj0l
parameter_id,IMPC_IMM_069_001
pvalue,0.9355771
parameter_name,Transitional B Cells (CD21/35 low)
