mouse_strain,129SV
parameter_name,Startle response
mouse_life_stage,Early adult
pvalue,0.9434854
analysis_id,pkysr8491zre4uf
gene_accession_id,MGI:99605
gene_symbol,Cntfr
parameter_id,MGP_CSD_008_001
