parameter_id,UCDLA_EYE_017_001
analysis_id,lkk243925kg4nm2
pvalue,0.5232416
parameter_name,Lens Opacity
gene_accession_id,MGI:1913405
mouse_life_stage,Early adult
gene_symbol,Ufc1
mouse_strain,C57BL
