parameter_id,ESLIM_004_001_701
pvalue,0.5731936
mouse_life_stage,Early adult
gene_symbol,Amigo1
mouse_strain,C57BL
parameter_name,Glucose response AUC
analysis_id,dvj8tx3l340088h
gene_accession_id,MGI:2653612
