parameter_id,MGP_IMM_004_001
analysis_id,xx55y1ho6lny7uh
mouse_strain,C57BL
pvalue,0.688886
parameter_name,Total CD4+ T cells - % of ab T cells
gene_accession_id,MGI:88071
mouse_life_stage,Early adult
gene_symbol,Arnt
