gene_symbol,Ints7
parameter_id,JAX_LDT_002_001
analysis_id,s6dq137q3ta5xkj
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
pvalue,0.6727521
mouse_strain,C57BL
parameter_name,Light side time spent
