parameter_id,M-G-P_014_001_001
gene_accession_id,MGI:2670995
parameter_name,Eye
pvalue,0.4834426
analysis_id,x1wn4646i854146
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Trp53i11
