mouse_life_stage,Early adult
analysis_id,dcj526354sq0be6
mouse_strain,C57BL
pvalue,0.5580168
gene_symbol,Slx4ip
parameter_id,IMPC_DXA_010_001
parameter_name,Bone Area
gene_accession_id,MGI:1921493
