parameter_id,HMGULA_CBC_018_001
parameter_name,Glucose
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
analysis_id,qxlc12254uu613e
gene_symbol,Mms22l
pvalue,0.8093735
mouse_strain,C57BL
