parameter_id,JAX_LDT_003_001
analysis_id,s9nfy5einz0p931
pvalue,0.2901736
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Time mobile light side
gene_symbol,Bpifa3
