parameter_id,IMPC_EYE_092_001
pvalue,1.211437e-09
parameter_name,Retina (combined)
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Atf3
analysis_id,9w86j2sdmgc6f3q
gene_accession_id,MGI:109384
