parameter_id,IMPC_OFD_018_001
analysis_id,5r4z1u62a3851qp
mouse_strain,129SV
parameter_name,Latency to center entry
pvalue,0.4046256
mouse_life_stage,Early adult
gene_symbol,Cds2
gene_accession_id,MGI:1332236
