parameter_id,IMPC_OFD_009_001
gene_accession_id,MGI:1917604
pvalue,0.3004774
parameter_name,Whole arena average speed
mouse_strain,C57BL
analysis_id,6dx851h93co51ln
mouse_life_stage,Late adult
gene_symbol,Secisbp2l
