parameter_id,HMGULA_CBC_009_001
analysis_id,i3uic6u8s65ccy5
parameter_name,Calcium
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.7526719
gene_symbol,Cdin1
gene_accession_id,MGI:3026886
