gene_symbol,Secisbp2l
parameter_name,Retinal Blood Vessels Pattern
pvalue,0.5298874
gene_accession_id,MGI:1917604
analysis_id,3ue3f5y5zg909ol
parameter_id,IMPC_EYE_026_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
