mouse_life_stage,Middle aged adult
pvalue,0.8061584
gene_symbol,Snap23
analysis_id,v99il0x37oq854x
gene_accession_id,MGI:109356
mouse_strain,C57BL
parameter_id,MGP_MLN_093_001
parameter_name,KLRG1+ NK cells - % of CD45+
