gene_accession_id,MGI:1915033
gene_symbol,Ahctf1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_016_001_006
pvalue,0.6185067
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,am22zv2s8k8bgxm
