mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,T cells - % of CD45+
parameter_id,MGP_BMI_019_001
analysis_id,391yy10dp82i5o4
gene_accession_id,MGI:95835
gene_symbol,Hspa5
pvalue,0.8241534
