mouse_life_stage,E12.5
parameter_id,IMPC_DXA_003_001
mouse_strain,C57BL
parameter_name,Lean mass
gene_symbol,Wars2
pvalue,0.6393403
gene_accession_id,MGI:1917810
analysis_id,o4n35am96694oux
