parameter_id,IMPC_ACS_034_001
gene_accession_id,MGI:1918025
analysis_id,54lu19ct7901w7r
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.1353921
parameter_name,% Pre-pulse inhibition - PPI2
gene_symbol,Zmynd8
