parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
pvalue,0.4954189
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,1qip9vf45xu10xb
gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
