parameter_id,IMPC_CSD_078_001
mouse_life_stage,Early adult
analysis_id,s0sr971peq8s8zl
mouse_strain,C57BL
gene_accession_id,MGI:2444113
parameter_name,Vocalization
pvalue,0.462968
gene_symbol,Nemp2
