pvalue,0.5941922
parameter_id,IMPC_ACS_034_001
analysis_id,7qun5ck125atgjr
parameter_name,% Pre-pulse inhibition - PPI2
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ap5s1
gene_accession_id,MGI:1916846
