gene_symbol,Sass6
analysis_id,121iu7v135pyq6e
parameter_name,Global prepulse inhibition
gene_accession_id,MGI:1920026
mouse_strain,C57BL
pvalue,0.12864
parameter_id,ESLIM_011_001_705
mouse_life_stage,E9.5
