parameter_id,IMPC_IMM_065_001
gene_accession_id,MGI:1916043
pvalue,0.08738514
mouse_strain,C57BL
parameter_name,B2B Cells
gene_symbol,Rab3gap2
mouse_life_stage,Early adult
analysis_id,055qx9gl234i71v
