gene_symbol,Ints7
gene_accession_id,MGI:1924315
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.9101934
analysis_id,kprl1g23p87maa9
parameter_id,ESLIM_016_001_003
parameter_name,Haemoglobin
