gene_symbol,Ddx27
pvalue,0.5022195
parameter_name,LDL-cholesterol
gene_accession_id,MGI:2385884
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_025_001
analysis_id,07308596fl52n16
