gene_symbol,Secisbp2l
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_053_001
pvalue,0.3311601
parameter_name,Thyroxine
gene_accession_id,MGI:1917604
analysis_id,49g43n3mro65902
mouse_strain,C57BL
