parameter_name,12kHz-evoked ABR Threshold
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_006_001
pvalue,0.6282435
gene_accession_id,MGI:3522699
mouse_strain,C57BL
gene_symbol,Trpa1
analysis_id,n97536541q36kb4
