parameter_id,IMPC_EYE_009_001
analysis_id,i1mvyad101e3nmn
gene_accession_id,MGI:2651854
parameter_name,Corneal vascularization
mouse_strain,C57BL
pvalue,0.2347774
gene_symbol,Atg4c
mouse_life_stage,Early adult
