parameter_id,IMPC_GEL_063_001
mouse_life_stage,Early adult
parameter_name,Delayed embryonic development
gene_symbol,Zmynd8
analysis_id,xk1u47b6912c7n2
gene_accession_id,MGI:1918025
pvalue,0.5281281
mouse_strain,C57BL
