gene_symbol,Bcs1l
mouse_strain,C57BL
gene_accession_id,MGI:1914071
analysis_id,2ukmg102z538h32
parameter_name,Total cholesterol
pvalue,0.8504253
parameter_id,IMPC_CBC_015_001
mouse_life_stage,E12.5
