gene_symbol,Hpca
parameter_id,MGP_IMM_026_001
mouse_life_stage,Early adult
pvalue,0.9277176
gene_accession_id,MGI:1336200
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
mouse_strain,C57BL
analysis_id,01331m9hz636123
